date,price,type,bedrooms
2017-12-05,615000,house,4
2017-12-05,650000,house,3
2017-12-05,774500,house,5
2017-12-05,787500,house,3
2017-12-05,1070000,house,4
2017-12-05,1350000,house,5
2017-12-06,385000,house,3
2017-12-06,565000,house,4
2017-12-06,590000,house,4
2017-12-06,596000,house,4
2017-12-06,685000,house,3
2017-12-06,688000,house,4
2017-12-06,700000,house,4
2017-12-06,740000,house,5
2017-12-06,815000,house,3
2017-12-06,840000,house,3
2017-12-06,845000,house,4
2017-12-06,870000,house,4
2017-12-06,875000,house,3
2017-12-06,880000,house,4
2017-12-06,915000,house,4
2017-12-06,940000,house,1
2017-12-06,983000,house,3
2017-12-06,1105000,house,4
2017-12-06,1200000,house,4
2017-12-06,1915000,house,4
2017-12-08,455000,house,3
2017-12-08,510000,house,4
2017-12-08,560000,house,4
2017-12-08,586000,house,4
2017-12-08,695000,house,4
2017-12-08,800000,house,4
2017-12-09,475000,house,4
2017-12-09,575000,house,3
2017-12-09,600000,house,4
2017-12-09,630000,house,5
2017-12-10,349000,house,2
2017-12-10,450000,house,3
2017-12-10,496000,house,3
2017-12-10,532500,house,4
2017-12-10,576000,house,4
2017-12-10,612000,house,4
2017-12-10,661000,house,5
2017-12-10,803486,house,4
2017-12-11,387500,house,3
2017-12-11,420000,house,3
2017-12-11,447500,house,3
2017-12-11,615000,house,4
2017-12-11,640500,house,4
2017-12-11,1870000,house,5
2017-12-12,435000,house,3
2017-12-12,442000,house,3
2017-12-12,469000,house,4
2017-12-12,510000,house,4
2017-12-12,539999,house,3
2017-12-12,1230000,house,3
2017-12-13,411000,house,4
2017-12-13,425000,house,3
2017-12-13,447000,house,3
2017-12-13,455000,house,3
2017-12-13,459000,house,3
2017-12-13,467500,house,3
2017-12-13,533000,house,3
2017-12-13,590000,house,3
2017-12-13,601500,house,4
2017-12-13,640000,house,2
2017-12-13,641000,house,3
2017-12-13,642000,house,3
2017-12-13,659000,house,3
2017-12-13,683000,house,4
2017-12-13,745000,house,4
2017-12-13,832000,house,3
2017-12-13,920000,house,3
2017-12-13,1300000,house,5
2017-12-15,401050,house,4
2017-12-15,440500,house,3
2017-12-15,462500,house,3
2017-12-15,522500,house,4
2017-12-15,605000,house,4
2017-12-15,605000,house,3
2017-12-15,625000,house,3
2017-12-15,636000,house,4
2017-12-15,645000,house,4
2017-12-15,650000,house,3
2017-12-15,665000,house,3
2017-12-15,965000,house,4
2017-12-16,380000,house,3
2017-12-16,380000,house,3
2017-12-16,460000,house,3
2017-12-16,520000,house,4
2017-12-16,585000,house,3
2017-12-16,640000,house,4
2017-12-17,430000,house,3
2017-12-17,450000,house,4
2017-12-17,451000,house,2
2017-12-17,465000,house,4
2017-12-17,477000,house,4
2017-12-17,480000,house,3
2017-12-17,481405,house,3
2017-12-17,485000,house,3
2017-12-17,490000,house,3
2017-12-17,500000,house,3
2017-12-17,505000,house,4
2017-12-17,523000,house,4
2017-12-17,530000,house,4
2017-12-17,540000,house,4
2017-12-17,585000,house,3
2017-12-17,585000,house,4
2017-12-17,610000,house,4
2017-12-17,610000,house,4
2017-12-17,617500,house,2
2017-12-17,650000,house,3
2017-12-17,755000,house,4
2017-12-17,760000,house,4
2017-12-17,780000,house,4
2017-12-17,832500,house,4
2017-12-17,1015000,house,4
2017-12-18,411000,house,3
2017-12-18,415000,house,3
2017-12-18,425000,house,3
2017-12-18,452500,house,3
2017-12-18,485000,house,5
2017-12-18,500000,house,3
2017-12-18,510000,house,3
2017-12-18,539900,house,4
2017-12-18,550000,house,4
2017-12-18,570000,house,4
2017-12-18,572000,house,4
2017-12-18,615000,house,4
2017-12-18,643500,house,4
2017-12-18,792500,house,4
2017-12-18,892500,house,5
2017-12-19,315000,house,3
2017-12-19,377000,house,3
2017-12-19,420000,house,3
2017-12-19,464000,house,3
2017-12-19,473000,house,4
2017-12-19,475000,house,3
2017-12-19,566000,house,4
2017-12-19,567000,house,4
2017-12-19,595000,house,4
2017-12-19,650000,house,4
2017-12-19,680000,house,4
2017-12-19,690000,house,4
2017-12-19,718000,house,4
2017-12-19,730000,house,3
2017-12-19,738950,house,4
2017-12-19,865000,house,4
2017-12-20,647000,house,4
2017-12-20,850000,house,4
2017-12-22,355000,house,3
2017-12-22,423000,house,3
2017-12-22,450000,house,3
2017-12-22,500000,house,4
2017-12-22,513000,house,4
2017-12-22,830000,house,4
2017-12-22,880000,house,5
2017-12-22,1040000,house,5
2017-12-23,450000,house,3
2017-12-23,452000,house,3
2017-12-23,458000,house,3
2017-12-23,485000,house,3
2017-12-23,497000,house,3
2017-12-23,530000,house,3
2017-12-23,550500,house,4
2017-12-23,563000,house,3
2017-12-23,597000,house,4
2017-12-23,613000,house,4
2017-12-23,648000,house,4
2017-12-23,845000,house,4
2017-12-23,1560000,house,1
2017-12-24,420000,house,3
2017-12-24,435000,house,3
2017-12-24,470000,house,4
2017-12-24,580000,house,3
2017-12-24,616000,house,4
2017-12-24,1050000,house,4
2017-12-30,520000,house,4
2017-12-30,580000,house,4
2017-12-30,582500,house,4
2018-01-05,375000,house,3
2018-01-05,645000,house,4
2018-01-05,800000,house,3
2018-01-06,580000,house,4
2018-01-07,445000,house,2
2018-01-07,525000,house,3
2018-01-07,526000,house,4
2018-01-07,535000,house,4
2018-01-08,358000,house,3
2018-01-08,458000,house,3
2018-01-09,390000,house,3
2018-01-09,401277,house,2
2018-01-09,485000,house,5
2018-01-09,535000,house,4
2018-01-09,1320000,house,5
2018-01-12,607000,house,3
2018-01-12,660000,house,5
2018-01-13,353000,house,3
2018-01-13,380500,house,3
2018-01-13,418000,house,4
2018-01-13,580000,house,5
2018-01-13,712000,house,4
2018-01-13,1050000,house,5
2018-01-14,460000,house,3
2018-01-14,604000,house,4
2018-01-14,645000,house,4
2018-01-14,765000,house,4
2018-01-14,995000,house,3
2018-01-15,545000,house,4
2018-01-15,549000,house,4
2018-01-15,632500,house,5
2018-01-16,380000,house,3
2018-01-16,480000,house,5
2018-01-16,516000,house,3
2018-01-16,582000,house,3
2018-01-16,600000,house,4
2018-01-16,641000,house,4
2018-01-16,645000,house,4
2018-01-16,850000,house,4
2018-01-16,1200444,house,5
2018-01-17,440000,house,4
2018-01-17,545000,house,4
2018-01-17,767000,house,4
2018-01-19,400000,house,3
2018-01-19,525000,house,4
2018-01-19,525000,house,3
2018-01-19,587500,house,4
2018-01-19,730000,house,5
2018-01-19,875000,house,5
2018-01-20,480000,house,4
2018-01-20,610000,house,4
2018-01-21,447000,house,3
2018-01-21,765000,house,4
2018-01-21,1020000,house,4
2018-01-22,640000,house,4
2018-01-22,1240000,house,4
2018-01-23,422500,house,4
2018-01-23,560000,house,4
2018-01-23,600000,house,4
2018-01-23,750000,house,4
2018-01-26,400000,house,3
2018-01-27,399000,house,2
2018-01-27,525000,house,0
2018-01-27,535000,house,3
2018-01-27,785000,house,4
2018-01-28,377000,house,3
2018-01-28,439500,house,3
2018-01-28,488950,house,3
2018-01-28,655000,house,3
2018-01-28,705000,house,5
2018-01-28,2400000,house,5
2018-01-29,380000,house,3
2018-01-29,393000,house,3
2018-01-29,436000,house,3
2018-01-29,455000,house,3
2018-01-29,514000,house,3
2018-01-29,555000,house,3
2018-01-29,610000,house,3
2018-01-30,359000,house,3
2018-01-30,382000,house,3
2018-01-30,418000,house,3
2018-01-30,431000,house,3
2018-01-30,469000,house,2
2018-01-30,552000,house,4
2018-01-30,600000,house,4
2018-01-30,680000,house,4
2018-01-30,815000,house,4
2018-01-31,520000,house,3
2018-01-31,533000,house,3
2018-01-31,700000,house,0
2018-01-31,740000,house,4
2018-02-02,420000,house,3
2018-02-02,526000,house,4
2018-02-02,535000,house,4
2018-02-02,560000,house,4
2018-02-02,577000,house,3
2018-02-02,610000,house,4
2018-02-02,704000,house,3
2018-02-02,780000,house,4
2018-02-02,890000,house,4
2018-02-03,435500,house,4
2018-02-03,485000,house,4
2018-02-03,573000,house,4
2018-02-03,694000,house,4
2018-02-03,770000,house,4
2018-02-03,860000,house,4
2018-02-04,347000,house,2
2018-02-04,385000,house,3
2018-02-04,388000,house,3
2018-02-04,425000,house,3
2018-02-04,435000,house,4
2018-02-04,479000,house,4
2018-02-04,590000,house,3
2018-02-04,601000,house,4
2018-02-04,645000,house,4
2018-02-04,645000,house,4
2018-02-04,649900,house,4
2018-02-04,765500,house,4
2018-02-04,2090000,house,5
2018-02-05,360000,house,3
2018-02-05,380000,house,3
2018-02-05,390000,house,3
2018-02-05,392000,house,3
2018-02-05,400000,house,3
2018-02-05,404000,house,3
2018-02-05,425000,house,3
2018-02-05,439950,house,3
2018-02-05,450000,house,3
2018-02-05,510000,house,4
2018-02-05,560000,house,3
2018-02-05,595000,house,4
2018-02-05,680000,house,3
2018-02-06,400000,house,3
2018-02-07,540000,house,3
2018-02-07,541000,house,4
2018-02-07,590000,house,4
2018-02-07,657000,house,4
2018-02-07,660000,house,4
2018-02-07,775000,house,4
2018-02-07,783500,house,5
2018-02-07,852000,house,4
2018-02-07,1126000,house,4
2018-02-08,600000,house,4
2018-02-09,446600,house,3
2018-02-09,450000,house,3
2018-02-09,571500,house,4
2018-02-09,624900,house,4
2018-02-09,668000,house,4
2018-02-09,1400000,house,4
2018-02-10,340000,house,3
2018-02-10,402500,house,3
2018-02-10,420000,house,3
2018-02-10,505000,house,4
2018-02-10,520000,house,3
2018-02-10,900000,house,4
2018-02-10,995000,house,4
2018-02-10,1490000,house,5
2018-02-11,391000,house,3
2018-02-11,395500,house,3
2018-02-11,455000,house,3
2018-02-11,620000,house,4
2018-02-11,660000,house,5
2018-02-11,739500,house,5
2018-02-11,760000,house,3
2018-02-12,460000,house,3
2018-02-12,465000,house,3
2018-02-12,715000,house,4
2018-02-12,773000,house,4
2018-02-13,378500,house,3
2018-02-13,395100,house,3
2018-02-13,415000,house,3
2018-02-13,477500,house,4
2018-02-13,487000,house,4
2018-02-13,514000,house,3
2018-02-13,586000,house,5
2018-02-13,640000,house,4
2018-02-13,670000,house,4
2018-02-13,685000,house,4
2018-02-13,753000,house,4
2018-02-13,792000,house,5
2018-02-13,935000,house,3
2018-02-14,380000,house,3
2018-02-14,545000,house,3
2018-02-14,584500,house,3
2018-02-14,600000,house,4
2018-02-14,600000,house,3
2018-02-14,615000,house,4
2018-02-14,657000,house,4
2018-02-14,660000,house,4
2018-02-14,680000,house,4
2018-02-14,710000,house,4
2018-02-14,820000,house,5
2018-02-14,827500,house,3
2018-02-14,975000,house,4
2018-02-14,1100000,house,4
2018-02-14,1670000,house,4
2018-02-16,395000,house,2
2018-02-16,461000,house,3
2018-02-16,476000,house,3
2018-02-16,482000,house,3
2018-02-16,550000,house,4
2018-02-16,550000,house,4
2018-02-16,635000,house,4
2018-02-16,670000,house,4
2018-02-16,732000,house,5
2018-02-16,808100,house,4
2018-02-16,920000,house,4
2018-02-16,950000,house,4
2018-02-17,350000,house,4
2018-02-17,525000,house,3
2018-02-17,528000,house,3
2018-02-17,540000,house,3
2018-02-17,595000,house,4
2018-02-17,615000,house,4
2018-02-17,670000,house,4
2018-02-18,440000,house,3
2018-02-18,490000,house,3
2018-02-18,555000,house,3
2018-02-18,575000,house,3
2018-02-18,589000,house,3
2018-02-18,646000,house,4
2018-02-18,650000,house,3
2018-02-18,706000,house,3
2018-02-18,740000,house,4
2018-02-18,1132000,house,5
2018-02-19,402500,house,3
2018-02-19,425000,house,3
2018-02-19,537000,house,4
2018-02-19,555000,house,4
2018-02-19,630000,house,3
2018-02-19,679950,house,4
2018-02-19,970000,house,2
2018-02-20,387500,house,2
2018-02-20,425000,house,3
2018-02-20,480000,house,3
2018-02-20,520000,house,3
2018-02-20,665500,house,4
2018-02-20,1050000,house,3
2018-02-21,441000,house,3
2018-02-21,475000,house,3
2018-02-21,520000,house,4
2018-02-21,526000,house,3
2018-02-21,542500,house,3
2018-02-21,560000,house,4
2018-02-21,575000,house,4
2018-02-21,605000,house,4
2018-02-21,605000,house,3
2018-02-21,625000,house,4
2018-02-21,626000,house,4
2018-02-21,627000,house,4
2018-02-21,665000,house,4
2018-02-21,670000,house,4
2018-02-21,672000,house,4
2018-02-21,715000,house,3
2018-02-21,735000,house,4
2018-02-21,750000,house,4
2018-02-21,825000,house,5
2018-02-21,897000,house,4
2018-02-21,925000,house,5
2018-02-21,970000,house,2
2018-02-21,1195000,house,4
2018-02-21,1210000,house,4
2018-02-21,1285000,house,5
2018-02-23,405000,house,3
2018-02-23,430000,house,3
2018-02-23,439500,house,3
2018-02-23,443000,house,3
2018-02-23,450000,house,4
2018-02-23,455000,house,3
2018-02-23,615000,house,3
2018-02-23,970000,house,3
2018-02-24,407000,house,3
2018-02-24,410000,house,3
2018-02-24,450000,house,4
2018-02-24,525000,house,4
2018-02-24,549000,house,4
2018-02-24,610000,house,3
2018-02-24,795000,house,4
2018-02-25,377500,house,3
2018-02-25,390000,house,3
2018-02-25,495000,house,3
2018-02-25,601000,house,4
2018-02-25,660000,house,4
2018-02-25,900000,house,5
2018-02-26,360000,house,5
2018-02-26,370000,house,3
2018-02-26,384000,house,3
2018-02-26,455000,house,3
2018-02-26,495000,house,3
2018-02-26,545000,house,3
2018-02-26,550000,house,4
2018-02-26,580000,house,4
2018-02-26,602500,house,4
2018-02-26,620000,house,4
2018-02-26,627000,house,4
2018-02-26,650000,house,4
2018-02-26,678000,house,5
2018-02-26,740000,house,4
2018-02-26,830000,house,4
2018-02-27,291000,house,3
2018-02-27,350000,house,3
2018-02-27,357500,house,3
2018-02-27,368500,house,3
2018-02-27,395000,house,3
2018-02-27,412500,house,3
2018-02-27,512500,house,4
2018-02-27,530000,house,4
2018-02-27,532500,house,4
2018-02-27,535000,house,4
2018-02-27,540000,house,3
2018-02-27,540200,house,4
2018-02-27,541500,house,3
2018-02-27,565000,house,3
2018-02-27,575000,house,5
2018-02-27,635000,house,4
2018-02-27,640000,house,5
2018-02-27,765000,house,4
2018-02-27,881000,house,3
2018-02-27,1550000,house,5
2018-02-28,408000,house,4
2018-02-28,425000,house,3
2018-02-28,441000,house,3
2018-02-28,490000,house,3
2018-02-28,499000,house,3
2018-02-28,507500,house,4
2018-02-28,530000,house,3
2018-02-28,575000,house,5
2018-02-28,590000,house,3
2018-02-28,595000,house,3
2018-02-28,620000,house,3
2018-02-28,625000,house,4
2018-02-28,650000,house,3
2018-02-28,677000,house,3
2018-02-28,730000,house,4
2018-02-28,750000,house,3
2018-02-28,756000,house,3
2018-02-28,780000,house,4
2018-02-28,808000,house,3
2018-02-28,810000,house,3
2018-02-28,880000,house,3
2018-02-28,930000,house,3
2018-02-28,1130000,house,4
2018-02-28,1210000,house,4
2018-02-28,1250000,house,4
2018-02-28,1560000,house,5
2018-02-28,1700000,house,4
2018-03-01,560000,house,3
2018-03-02,430000,house,3
2018-03-02,455000,house,4
2018-03-02,455000,house,3
2018-03-02,465000,house,3
2018-03-02,471500,house,3
2018-03-02,480000,house,4
2018-03-02,495000,house,4
2018-03-02,521000,house,3
2018-03-02,560000,house,4
2018-03-02,580626,house,4
2018-03-02,670000,house,4
2018-03-03,270000,house,1
2018-03-03,409000,house,3
2018-03-03,415000,house,3
2018-03-03,440000,house,3
2018-03-03,475000,house,3
2018-03-03,495000,house,4
2018-03-03,500000,house,3
2018-03-03,568000,house,4
2018-03-03,580000,house,4
2018-03-03,620000,house,3
2018-03-03,693000,house,4
2018-03-03,965000,house,3
2018-03-04,410000,house,3
2018-03-04,470000,house,3
2018-03-04,475000,house,3
2018-03-04,505000,house,4
2018-03-04,546000,house,3
2018-03-04,570000,house,4
2018-03-04,585000,house,4
2018-03-04,595000,house,4
2018-03-04,600000,house,3
2018-03-04,679000,house,4
2018-03-04,680000,house,4
2018-03-04,705000,house,4
2018-03-04,780000,house,2
2018-03-04,1800000,house,3
2018-03-05,395000,house,3
2018-03-05,519000,house,3
2018-03-05,540000,house,4
2018-03-05,545000,house,3
2018-03-05,617892,house,4
2018-03-05,635000,house,4
2018-03-05,645000,house,3
2018-03-05,700000,house,3
2018-03-05,857500,house,3
2018-03-05,880000,house,4
2018-03-05,1105000,house,4
2018-03-05,1260000,house,5
2018-03-06,425000,house,3
2018-03-06,445000,house,3
2018-03-06,475000,house,4
2018-03-06,480000,house,3
2018-03-06,547000,house,4
2018-03-06,550000,house,4
2018-03-06,860000,house,4
2018-03-06,860000,house,3
2018-03-06,1150000,house,4
2018-03-07,560000,house,3
2018-03-07,585000,house,5
2018-03-07,761000,house,4
2018-03-07,875000,house,3
2018-03-07,1185000,house,5
2018-03-07,1220000,house,5
2018-03-07,1450000,house,4
2018-03-09,435000,house,3
2018-03-10,412000,house,2
2018-03-10,425000,house,2
2018-03-10,510000,house,3
2018-03-10,530000,house,4
2018-03-10,579950,house,4
2018-03-10,610000,house,4
2018-03-10,685000,house,3
2018-03-10,693000,house,4
2018-03-10,722500,house,3
2018-03-10,723500,house,4
2018-03-10,1210000,house,4
2018-03-11,438000,house,3
2018-03-11,490000,house,3
2018-03-11,530000,house,4
2018-03-11,539000,house,4
2018-03-11,545000,house,3
2018-03-11,565000,house,4
2018-03-11,595000,house,3
2018-03-11,620000,house,4
2018-03-11,635000,house,4
2018-03-11,648000,house,4
2018-03-11,765000,house,4
2018-03-11,803000,house,3
2018-03-11,825000,house,5
2018-03-12,375000,house,3
2018-03-12,387500,house,3
2018-03-12,427500,house,3
2018-03-12,440000,house,3
2018-03-12,464000,house,4
2018-03-12,475000,house,4
2018-03-12,495000,house,4
2018-03-12,651000,house,3
2018-03-12,695000,house,4
2018-03-12,1900000,house,5
2018-03-13,382000,house,3
2018-03-13,420000,house,3
2018-03-13,448000,house,3
2018-03-13,451000,house,3
2018-03-13,455000,house,3
2018-03-13,485000,house,3
2018-03-13,507000,house,3
2018-03-13,590000,house,4
2018-03-13,605000,house,4
2018-03-13,620000,house,5
2018-03-13,675000,house,4
2018-03-13,690000,house,4
2018-03-13,753000,house,3
2018-03-13,790000,house,5
2018-03-13,937000,house,4
2018-03-14,421000,house,3
2018-03-14,505000,house,3
2018-03-14,525000,house,5
2018-03-14,567000,house,3
2018-03-14,581000,house,4
2018-03-14,588000,house,4
2018-03-14,650000,house,3
2018-03-14,660000,house,5
2018-03-14,660000,house,5
2018-03-14,693000,house,3
2018-03-14,715000,house,4
2018-03-14,726000,house,4
2018-03-14,750000,house,4
2018-03-14,755000,house,4
2018-03-14,769000,house,4
2018-03-14,778000,house,3
2018-03-14,785000,house,3
2018-03-14,785000,house,4
2018-03-14,800000,house,3
2018-03-14,845000,house,3
2018-03-14,895000,house,4
2018-03-14,971000,house,4
2018-03-14,1070000,house,4
2018-03-14,1110000,house,4
2018-03-14,1710000,house,4
2018-03-16,370000,house,3
2018-03-16,380000,house,3
2018-03-16,440000,house,3
2018-03-16,457500,house,4
2018-03-16,458000,house,3
2018-03-16,465500,house,3
2018-03-16,592000,house,3
2018-03-16,600000,house,4
2018-03-16,615000,house,5
2018-03-16,655000,house,4
2018-03-16,670000,house,4
2018-03-16,760000,house,4
2018-03-17,401000,house,3
2018-03-17,417500,house,4
2018-03-17,435000,house,3
2018-03-17,557000,house,4
2018-03-17,605000,house,3
2018-03-17,608000,house,4
2018-03-17,655000,house,4
2018-03-17,705000,house,5
2018-03-17,1475000,house,3
2018-03-18,408000,house,3
2018-03-18,490000,house,3
2018-03-18,630000,house,4
2018-03-18,645000,house,4
2018-03-18,650000,house,4
2018-03-18,701000,house,3
2018-03-18,762000,house,5
2018-03-18,770000,house,3
2018-03-18,885000,house,4
2018-03-18,895250,house,4
2018-03-18,1056000,house,3
2018-03-18,1065000,house,3
2018-03-18,1145000,house,4
2018-03-19,455000,house,3
2018-03-19,502000,house,3
2018-03-19,570000,house,4
2018-03-19,685000,house,4
2018-03-19,830000,house,4
2018-03-19,945000,house,3
2018-03-20,415000,house,3
2018-03-20,430000,house,3
2018-03-20,527500,house,3
2018-03-20,586000,house,3
2018-03-20,605000,house,4
2018-03-20,620000,house,4
2018-03-20,625000,house,4
2018-03-20,645500,house,4
2018-03-20,680000,house,4
2018-03-20,680000,house,3
2018-03-20,783000,house,5
2018-03-21,492500,house,4
2018-03-21,547500,house,3
2018-03-21,550000,house,4
2018-03-21,610000,house,3
2018-03-21,665000,house,4
2018-03-21,690000,house,4
2018-03-21,716000,house,3
2018-03-21,862000,house,4
2018-03-21,895000,house,3
2018-03-21,907000,house,4
2018-03-21,920000,house,3
2018-03-21,1100000,house,5
2018-03-21,1360000,house,4
2018-03-23,339000,house,2
2018-03-23,500000,house,3
2018-03-23,580000,house,4
2018-03-23,951000,house,4
2018-03-24,428000,house,4
2018-03-24,465000,house,4
2018-03-24,516000,house,3
2018-03-24,605000,house,4
2018-03-24,607000,house,3
2018-03-25,355000,house,3
2018-03-25,442000,house,3
2018-03-25,451000,house,4
2018-03-25,547500,house,4
2018-03-25,561000,house,4
2018-03-25,600000,house,4
2018-03-25,653000,house,4
2018-03-25,667500,house,5
2018-03-25,671000,house,4
2018-03-25,750000,house,5
2018-03-25,950000,house,4
2018-03-25,1050000,house,3
2018-03-26,341000,house,1
2018-03-26,372500,house,3
2018-03-26,465000,house,3
2018-03-26,489000,house,3
2018-03-26,512000,house,3
2018-03-26,530000,house,5
2018-03-26,565000,house,4
2018-03-26,568000,house,4
2018-03-26,721700,house,4
2018-03-26,860000,house,3
2018-03-26,875000,house,4
2018-03-26,1260000,house,4
2018-03-27,505000,house,4
2018-03-27,509950,house,4
2018-03-27,525000,house,4
2018-03-27,540000,house,4
2018-03-27,590000,house,5
2018-03-27,595000,house,3
2018-03-27,639950,house,4
2018-03-27,735000,house,3
2018-03-27,885000,house,4
2018-03-27,925000,house,4
2018-03-28,360000,house,3
2018-03-28,395000,house,3
2018-03-28,440000,house,3
2018-03-28,440000,house,3
2018-03-28,490000,house,4
2018-03-28,497000,house,4
2018-03-28,572000,house,4
2018-03-28,590000,house,4
2018-03-28,600000,house,4
2018-03-28,620000,house,3
2018-03-28,629000,house,3
2018-03-28,650000,house,4
2018-03-28,659000,house,4
2018-03-28,701000,house,4
2018-03-28,820000,house,3
2018-03-28,841000,house,4
2018-03-28,845000,house,4
2018-03-28,867000,house,5
2018-03-28,875000,house,4
2018-03-28,881000,house,5
2018-03-28,1002000,house,4
2018-03-28,1017500,house,3
2018-03-28,1131000,house,4
2018-03-28,2125000,house,4
2018-03-29,491500,house,3
2018-03-30,418000,house,3
2018-03-30,468000,house,3
2018-03-30,500000,house,4
2018-03-30,502500,house,4
2018-03-30,555000,house,3
2018-03-30,562000,house,4
2018-03-30,570000,house,3
2018-03-30,865000,house,5
2018-03-31,285000,house,3
2018-03-31,420000,house,2
2018-03-31,440000,house,4
2018-03-31,458000,house,3
2018-03-31,558000,house,4
2018-03-31,612500,house,3
2018-03-31,615000,house,3
2018-03-31,685000,house,4
2018-03-31,730000,house,5
2018-03-31,740000,house,5
2018-03-31,990000,house,3
2018-03-31,997000,house,4
2018-03-31,1230000,house,4
2018-03-31,1333000,house,4
2018-04-01,462500,house,3
2018-04-01,463000,house,3
2018-04-01,470000,house,3
2018-04-01,478000,house,4
2018-04-01,482000,house,3
2018-04-01,490000,house,4
2018-04-01,585000,house,3
2018-04-01,605000,house,3
2018-04-01,637000,house,4
2018-04-01,640000,house,4
2018-04-01,652000,house,3
2018-04-01,690000,house,4
2018-04-01,695000,house,4
2018-04-01,720000,house,4
2018-04-01,725000,house,3
2018-04-01,740000,house,5
2018-04-01,775000,house,4
2018-04-01,812000,house,3
2018-04-01,818000,house,4
2018-04-01,960000,house,4
2018-04-01,1000000,house,4
2018-04-01,1600000,house,4
2018-04-02,361000,house,3
2018-04-02,380000,house,3
2018-04-02,395000,house,3
2018-04-02,477000,house,4
2018-04-02,480000,house,4
2018-04-02,500000,house,3
2018-04-02,510000,house,3
2018-04-02,532000,house,4
2018-04-02,540000,house,4
2018-04-02,580000,house,5
2018-04-02,600000,house,4
2018-04-02,612000,house,4
2018-04-02,650000,house,4
2018-04-02,762000,house,4
2018-04-02,1040000,house,3
2018-04-02,1675000,house,4
2018-04-03,700000,house,3
2018-04-07,351500,house,3
2018-04-07,406000,house,3
2018-04-07,480000,house,3
2018-04-07,605500,house,4
2018-04-07,800000,house,4
2018-04-08,461000,house,3
2018-04-08,566000,house,4
2018-04-08,667000,house,4
2018-04-09,600000,house,5
2018-04-09,630000,house,3
2018-04-09,855000,house,3
2018-04-10,410150,house,3
2018-04-10,455000,house,3
2018-04-10,470000,house,4
2018-04-10,561000,house,4
2018-04-10,615000,house,4
2018-04-10,640000,house,5
2018-04-10,645000,house,4
2018-04-10,740000,house,4
2018-04-11,492000,house,3
2018-04-11,552500,house,4
2018-04-11,580000,house,4
2018-04-11,583000,house,3
2018-04-11,690000,house,4
2018-04-11,765000,house,3
2018-04-11,933000,house,5
2018-04-11,1025000,house,5
2018-04-11,1060000,house,4
2018-04-11,1105000,house,4
2018-04-11,1125000,house,5
2018-04-11,1952500,house,5
2018-04-13,438000,house,4
2018-04-13,600000,house,4
2018-04-13,610000,house,4
2018-04-13,620000,house,4
2018-04-13,650000,house,5
2018-04-13,672000,house,4
2018-04-13,680000,house,3
2018-04-14,460000,house,4
2018-04-14,465000,house,3
2018-04-14,490000,house,4
2018-04-14,625000,house,4
2018-04-14,705000,house,4
2018-04-14,735000,house,3
2018-04-14,1100000,house,3
2018-04-15,385000,house,3
2018-04-15,408000,house,3
2018-04-15,420000,house,3
2018-04-15,425000,house,3
2018-04-15,569000,house,3
2018-04-15,650500,house,4
2018-04-15,855000,house,4
2018-04-16,350000,house,3
2018-04-16,395000,house,3
2018-04-16,452000,house,2
2018-04-16,520000,house,4
2018-04-16,527500,house,4
2018-04-16,535000,house,3
2018-04-16,590000,house,3
2018-04-16,670000,house,3
2018-04-16,730000,house,4
2018-04-17,355500,house,2
2018-04-17,397500,house,3
2018-04-17,400000,house,3
2018-04-17,425000,house,3
2018-04-17,475000,house,4
2018-04-17,479950,house,3
2018-04-17,493000,house,4
2018-04-17,520000,house,4
2018-04-17,545000,house,4
2018-04-17,565000,house,2
2018-04-17,717500,house,4
2018-04-17,765000,house,5
2018-04-17,820000,house,4
2018-04-17,1370000,house,4
2018-04-18,414000,house,2
2018-04-18,445000,house,3
2018-04-18,455000,house,4
2018-04-18,493000,house,3
2018-04-18,537500,house,4
2018-04-18,540000,house,3
2018-04-18,575000,house,4
2018-04-18,596000,house,4
2018-04-18,600000,house,4
2018-04-18,626000,house,3
2018-04-18,685000,house,3
2018-04-18,741000,house,3
2018-04-18,750000,house,4
2018-04-18,865000,house,4
2018-04-18,875000,house,5
2018-04-18,1001000,house,4
2018-04-18,1105000,house,3
2018-04-20,385000,house,3
2018-04-20,406000,house,3
2018-04-20,425000,house,3
2018-04-20,470000,house,3
2018-04-20,480000,house,3
2018-04-20,525000,house,4
2018-04-20,530000,house,3
2018-04-20,532500,house,3
2018-04-20,650000,house,4
2018-04-20,740000,house,4
2018-04-20,740000,house,4
2018-04-21,410000,house,3
2018-04-21,470000,house,3
2018-04-21,500000,house,3
2018-04-21,535000,house,4
2018-04-21,795000,house,4
2018-04-22,410000,house,2
2018-04-22,440000,house,3
2018-04-22,443000,house,3
2018-04-22,471500,house,3
2018-04-22,565000,house,4
2018-04-22,630000,house,4
2018-04-22,810000,house,3
2018-04-22,935000,house,4
2018-04-23,347000,house,3
2018-04-23,407500,house,3
2018-04-23,444000,house,3
2018-04-23,470000,house,3
2018-04-23,485000,house,3
2018-04-23,510000,house,3
2018-04-23,525000,house,3
2018-04-23,549900,house,4
2018-04-23,550000,house,4
2018-04-23,560000,house,4
2018-04-23,625000,house,4
2018-04-23,705500,house,4
2018-04-23,730000,house,3
2018-04-23,830000,house,4
2018-04-23,868000,house,4
2018-04-24,56500,house,4
2018-04-24,448000,house,3
